,Unnamed: 0,Open,High,Low,Close,Adj Close,Volume,Returns_1,Returns_2,Vol_Returns_1,NextPrice_1,Vol_Returns_2,NextPrice_2,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,DateTime,TradeDateTime_1,TradeDateTime_2,Ticker,predict_Deep Learning,predict_Random Forest
0,0,10.84000015258789,10.989999771118164,10.5600004196167,10.729999542236328,10.729999542236328,3950200.0,0.0242311500441729,0.0177074130627612,0.0242311500441729,10.989999771118164,0.0438023609884083,10.260000228881836,0.3663079090041959,0.2787037603408436,-0.1320256644803465,-1269147.2630125575,-3.374506970803854,-1.533862421911988,-1697750.2536912884,11.356401953914094,27.118164035330253,2381.284471346395,11.964999961853028,14.165304502771288,9.76469542093477,36.7790145914467,0.2193569352219547,0.0,0.0,10.98699992497762,11.589999707539876,10.384000142415363,10.976604836255785,0.2868984449304028,0.0,0.0,10.140000343322754,14.329999923706056,12.235000133514404,35.018801452084524,0.1408112787590306,0.6916513592154595,21.406744949738105,0.0665420433957582,-1.1535161497445858,0.0298768502059885,11.161666631698608,12.762307753929726,11.400720973448744,12.524360272987344,0.713656313172397,1.1134361068069143,-0.3997797936345173,-1.219969993201547,25.691084989154696,0.4150001525878899,-276.614870232957,-259.6414574478394,-16.973412785117603,11.009999752044678,13.340000629425049,12.175000190734863,13.825000286102297,7.672025844461052e-07,51.408294944953134,9.973862417912985,37.48503241049587,-81.84046362891557,16.537500143051147,17.165000438690186,4.0,64.0,-60.0,10.209472314453128,,0.0,0.0,0.2362552147835681,0.8359523622287882,0.9103113093934652,0.8991149387175389,-44.05266835015056,45.31656518041181,19.798633877333145,28.377312231029368,0.1979863387733313,-2.8168236227596517,0.1576635691841125,-8.97163028727362,-8.82725728238053,-0.1443730048930884,5.82956245584269,12.82112635721973,-6.991563901377041,11.237881552322252,-1.919561665464109,-1.9382244657078385,450.25637332582784,2015-09-04,2015-09-08,2015-09-09,OPK,1.0,0
1,1,11.56999969482422,11.720000267028809,11.140000343322754,11.15999984741211,11.15999984741211,5489100.0,0.0,-0.0600358499511369,0.0788530579276828,10.279999732971191,0.1191756220332268,9.829999923706056,0.3234443616052159,0.2583394313706422,0.0328367755022512,465243.66265559033,2.6944316358012723,0.8119576315262859,-1744028.577454514,10.83520198862249,58.35708693519231,2222.751795161727,10.352500009536744,11.75548065006517,8.949519369008318,27.10419008425013,0.7877801070623556,0.0,0.0,10.89700002670288,11.39900016784668,10.394999885559082,9.213547580318572,0.7619519390074152,0.0,0.0,8.579999923706055,11.850000381469728,10.21500015258789,31.586577684147223,0.78899069190666,0.5617272218161714,1.9483458745136413,0.7927489890700475,0.5575110344705025,0.0677585065531938,10.767499923706056,10.044230791238638,10.822257705757773,10.196988164734076,1.2027860564019863,0.8281732096175207,0.3746128467844656,0.904338207034373,24.90070722475727,-0.4025002002716071,255.6003410317693,232.50216401585268,23.098177015916637,10.820000171661375,10.205000400543211,10.512500286102297,9.485000133514404,99.99999999890858,32.11696507099968,37.86060227166229,15.746838330227956,106.26691710456608,8.227499842643738,9.304999828338625,88.0,12.0,76.0,10.80794155986024,,0.0,0.0,0.7090766989891019,0.3945823157944799,0.5269860256488235,0.7104704082771108,39.90767072803351,50.71874124741113,67.906960445592,73.0175671395541,0.6790696044559201,1.794441211924834,0.5458830584564927,6.131904155642439,5.636199684570637,0.4957044710718019,10.44008980946159,7.118403506033678,3.321686303427912,10.756465493925946,-1.0638287978706695,-1.0695279116731182,472.3076704879254,2016-03-28,2016-03-29,2016-03-30,OPK,1.0,1
2,2,9.390000343322754,9.4399995803833,9.31999969482422,9.390000343322754,9.390000343322754,2180200.0,0.0181043738102557,0.0138445271232989,0.0181043738102557,9.5600004196167,0.0138445271232989,9.520000457763672,0.3930890740350905,0.3287615324646752,0.0194655392798019,-208703.7230262124,0.2476838824613979,-0.7519401475144012,-3286604.711753506,9.795891685106136,26.73040787095832,2390.5509851695424,10.08450002670288,11.368968329887345,8.800031723518416,25.474109768125423,0.229654798931855,0.0,0.0,9.509666633605956,9.764666557312012,9.254666709899904,5.362962415631208,0.2653601449286197,0.0,0.0,9.130000114440918,11.3100004196167,10.220000267028809,21.6173365006032,0.1192661433416043,0.3162253932682383,12.082976172338046,0.4334531739368283,-0.1358192660597267,-0.1041957116154038,9.613333384195965,10.205384657933164,9.642477539111304,9.882492516786437,0.7821100706725375,1.144495700808655,-0.3623856301361174,-0.1671665052272097,24.94600967456199,0.3455002784729011,-42.830038630389545,10.57232380555577,-53.402362435945314,9.55999994277954,10.220000267028809,9.890000104904177,10.110000133514404,0.0122186376839302,29.69333495246102,16.568959957900635,33.369176250108254,-77.14940466006315,9.672500133514404,9.724999904632568,28.000000000000004,92.0,-64.0,,9.953966900612691,0.0,0.0,0.3113610411341524,0.1811764186466088,0.1469705561495831,0.1049725816716651,-22.22155478620842,48.37738985271171,14.606756622813714,13.857675695320571,0.1460675662281372,-0.7559118326972527,0.1943195689265939,-2.4286886862544077,-1.3733131113169443,-1.055375574937463,-7.770560918570521,-3.889154525839756,-3.881406392730765,9.50751842301372,-0.6349149963321365,-0.6369391539303049,381.53846736960617,2016-10-21,2016-10-24,2016-10-25,OPK,1.0,0
3,3,52.43999862670898,54.290000915527344,52.43999862670898,54.04999923706055,54.04999923706055,344946.0,0.0660499490326795,0.081221081435989,0.0660499490326795,57.619998931884766,0.081221081435989,58.43999862670898,0.8591026290441395,0.8739257954089226,-0.095743507934759,273337.7340838453,-215.8674701365827,672.2282240776409,1592312.9428826305,50.250543016198,58.36453553776147,1904.867127771657,50.35749969482422,55.42319579873971,45.29180359090873,20.118934159219776,0.864461217815873,0.0,0.0,50.73692995707194,54.26071955362956,47.21314036051432,13.890432864341877,0.9701003265383852,0.0,0.0,44.09000015258789,56.630001068115234,50.36000061035156,24.901953018958597,0.7942582422095309,0.8843097133233793,12.350701878022848,0.3179769643900854,-1.726353693276966,0.9129555645759844,50.071666399637856,51.81884589562049,51.69117255067957,52.50457067938055,0.993481714268664,0.9128188316427196,0.0806628826259443,-0.5192055246633657,25.549284893956276,-3.387498474121095,-115.02911171569316,-150.70999557120095,35.6808838555078,50.84000015258789,52.31500053405762,51.577500343322754,55.51999855041504,99.21875027345077,24.665767596392406,23.58456436657123,19.55120035547576,108.62716676155055,61.31499862670898,60.04499816894531,12.0,64.0,-52.0,45.9252431630393,,0.0,0.0,0.5395869895948391,1.0,0.9883913520117664,0.9410439021525536,-7.833032274562321,42.11155347871605,79.42582422095309,75.03986571293159,0.7942582422095309,-1.0667540494133405,0.5216405156572915,-1.5491948951797012,-3.270141242173114,1.720946346993413,7.269354286332994,7.071846189457276,0.1975080968757181,50.72684285515479,1.885014164715404,1.8674679291303065,294.8137391801675,2015-09-04,2015-09-08,2015-09-09,TSRO,1.0,1
4,4,149.0800018310547,149.88999938964844,145.22120666503906,147.24000549316406,147.24000549316406,810943.0,0.0435342852769582,0.0119532358134668,0.0547338049215085,139.18099975585938,0.0473376865027808,140.27000427246094,0.9675745376765288,0.9424668677314136,0.1417510399857263,1226115.3521736532,324.481599389411,927.793974670493,23786292.56228033,138.87853086048662,65.5772189142485,3715.3170914138686,135.5872501373291,147.39053773367257,123.78396254098568,17.410615798149916,0.9936232918464548,0.0,0.0,138.92425791422525,143.82976786295575,134.0187479654948,7.062135903953122,1.3475925709916126,1.0,0.0,125.5,149.88999938964844,137.69499969482422,17.988416584114734,0.8913491610168273,0.6548304453352182,2.776636953280704,0.4457353164083308,2.1672330641352047,1.2675998007627656,138.61166763305664,135.41903833242563,139.88683096438987,136.4519980994919,1.228200499156827,0.7417347526835417,0.4864657464732852,0.2017562304985336,24.24742141557977,-2.9972537994384822,38.23765058650097,21.27154363545606,16.96610695104491,140.74500274658203,137.69499969482422,139.22000122070312,130.44499969482422,94.12020914670762,16.367475537276576,27.97314821393695,12.235701895904878,189.71993835515715,132.22000122070312,122.63000106811523,100.0,32.0,68.0,129.52112927121746,,0.0,0.0,0.6887151774373079,0.8437918948672899,0.94793063162243,0.9372892975370628,14.64819427773716,63.50831006964702,87.68590441278135,92.6474921293826,0.8768590441278136,6.806090612972497,0.2482078108403455,2.517246293743177,1.608054164254192,0.9091921294889852,-7.914130885514215,-13.531234433333656,5.6171035478194415,137.51022340279724,-1.0816261634762123,-1.0875182647884785,975.5296567294822,2017-01-10,2017-01-11,2017-01-12,TSRO,1.0,0
5,5,143.2100067138672,143.83999633789062,139.6300048828125,140.99000549316406,140.99000549316406,703160.0,0.0077310184794869,0.0174479846743278,0.0173700619301832,138.54100036621094,0.0174479846743278,143.4499969482422,0.8966569090440266,0.5229202065356324,0.1072804666463691,-754170.2124753686,245.47468490036744,528.2305162120044,23635985.379145756,143.665734587551,54.469773988096335,3858.131326220122,143.56300048828126,150.8196488634751,136.30635211308743,10.109357356021794,0.3227146430359821,0.0,0.0,143.5431335449219,151.1185333251953,135.96773376464844,10.554875866497236,0.3314855898162475,0.0,0.0,125.0500030517578,153.97999572753906,139.51499938964844,20.151426605313077,0.5509853604197565,0.7723012649921193,5.236103037687876,0.2927697667182788,-0.7491588941465006,-0.0680264569987121,143.90666834513345,145.04807692307693,143.81715430932263,144.63433966046784,1.1120683803355078,0.953495437734436,0.1585729426010717,-0.0721177179726989,25.45714841186035,2.276995849609364,-18.026422639278987,-18.05699703601153,0.0305743967325469,141.50999450683594,146.98500061035156,144.24749755859375,146.98500061035156,88.56256337751913,13.189148722368286,19.528186744130355,25.03242788226948,-33.84524702655669,149.24750137329102,153.5199966430664,16.0,44.0,-28.0,127.23922070284424,,0.0,0.0,0.4181451532382063,0.3245110730338513,0.3979520005157774,0.5140787779698858,-3.5277118824058413,50.297208368965,47.91504024551108,56.471740913065865,0.4791504024551107,-1.4640340917250685,0.1726489553320743,-0.5650009209870717,-0.5167062404863918,-0.0482946805006798,1.77247541342972,11.26210004577328,-9.48962463234356,145.8824083245833,-2.2396309112465818,-2.2650915114144965,929.8758934601556,2017-06-29,2017-06-30,2017-07-03,TSRO,1.0,0
6,6,114.0500030517578,114.17739868164062,112.05999755859376,112.38999938964844,112.38999938964844,555518.0,0.0143251234015029,0.0074740098927568,0.0345226201129006,108.51000213623048,0.0390604094091023,108.0,0.80484022722447,0.2267907345206454,-0.2495236985549279,-592403.5157986536,-511.2475506230448,-461.3587787266546,23091421.5376955,118.1443702988758,24.40153777740295,3507.066792252478,119.78150062561036,128.2477083716322,111.3152928795885,14.13608562558232,0.0634703601836919,0.0,0.0,117.63407974243164,121.18832092285156,114.07983856201172,6.04287667009797,-0.2377215116509946,0.0,1.0,112.05999755859376,129.63999938964844,120.8499984741211,14.676725320049902,0.0187714332584281,0.3614625133580982,7.9170381587647825,0.2340510962253509,-1.133616932851926,-0.7851927037911639,117.4875005086263,119.64076966505785,116.88841386660287,118.80722350324596,0.7953923670980785,1.2207964823430362,-0.4254041152449577,-0.1176261013226325,23.749032635113497,-0.6715000152587862,-32.989460973065064,-3.388611012112433,-29.60084996095263,118.91999816894533,120.8499984741211,119.8849983215332,121.54499816894533,1.4579849570691576,13.140751029234297,21.089517695307705,29.51704973599022,-153.53813397133644,123.4474983215332,124.78499603271484,32.0,100.0,-68.0,,124.01921808544894,0.0,0.0,0.2981894129644438,0.0,0.1545025117614775,0.1859666878127277,-12.777697940271118,28.79021414141298,2.405260945288571,10.397233628202668,0.0240526094528856,-4.62018849989947,0.167572525350096,-1.6150614247715884,-0.9483286410235308,-0.6667327837480577,-7.9716160027524126,-10.964285505207894,2.992669502455481,120.7128618314561,-1.0999648070341927,-1.106059151554728,720.9642281559636,2017-10-24,2017-10-25,2017-10-26,TSRO,0.0,0
7,7,13.3100004196167,14.130000114440918,13.04599952697754,13.449999809265137,13.449999809265137,136400.0,0.0,0.4862453572191054,0.0,13.449999809265137,0.4862453572191054,19.989999771118164,0.621662927544717,0.0,-0.0154399121202339,-38714.12141633945,-309.5442681942426,25.612707094225463,-24002.77489083386,14.563397220875878,39.321897380473786,1408.3429797283216,15.136500120162964,17.12472838077863,13.148271859547297,26.270647043000352,0.075878598975454,0.0,0.0,14.755766677856446,16.409466648101805,13.102066707611083,22.41428732709661,0.1051983757375379,0.0,0.0,12.579999923706056,17.599000930786133,15.089500427246094,33.158266225587965,0.1733412454653451,0.7291975804130916,16.513390538599733,0.0689834380703618,-0.8519019263356692,-0.0359831729151239,14.74500012397766,15.813077009641209,14.77665728259482,15.664542381845614,0.9573749099255952,1.079272209963515,-0.1218973000379197,-0.7758953093386971,26.508036859157688,-0.6264998912811279,-181.18006013202185,-179.81618660481075,-1.3638735272110978,14.6899995803833,16.289999961853027,15.489999771118164,16.369999885559082,46.87498974842556,40.68541161260941,12.18228456537052,25.011352092371705,-159.10268044006165,18.19250011444092,17.570000648498535,0.0,76.0,-76.0,12.975000381469728,,0.0,0.0,0.1851892912704094,0.4548211524118468,0.5434254321526918,0.7236214425323589,-20.67155929917792,48.19451279302341,20.61611438669918,32.069511268198724,0.1923282119847554,-1.8321648401372563,0.2010918369331586,-5.668120252780608,-5.281148385658215,-0.3869718671223934,14.757325715397176,8.774547262550227,5.982778452846949,15.127424299608368,-0.5912780878413737,-0.5930330579825505,9.43856672915082,2015-09-10,2015-09-11,2015-09-14,COLL,1.0,1
8,8,20.770000457763672,21.690000534057617,20.559999465942383,20.670000076293945,20.670000076293945,178100.0,0.0,-0.0430575416721532,0.0418964305082396,19.804000854492188,0.109337214346399,18.40999984741211,0.8554219747483622,0.7454683964060854,0.0656006321140578,126745.50511070792,523.1251967964482,-295.1560809408406,1148204.941057308,21.1427876585233,45.10502746133034,1263.0272193080327,21.260500144958492,24.02312550000147,18.49787478991552,25.98833833829705,0.3931270091352353,0.0,0.0,20.7703000386556,22.744800504048666,18.79579957326253,19.012729346406392,0.4746011803695157,0.0,0.0,17.510000228881836,24.88400077819824,21.19700050354004,34.68404082236515,0.4285326297819508,0.8485874031378055,12.039913865856173,0.6985259717587387,1.0488649322489871,-0.2346536075048655,20.958333492279053,19.696923182560848,20.735298443905343,19.92108711916122,0.9301155248331738,1.10920399055693,-0.1790884657237561,0.90490749192655,25.865771296448862,0.4295003890991218,304.49719991948336,328.5012481074177,-24.00404818793436,20.81750011444092,18.929500579833984,19.87350034713745,18.73200035095215,6.033998801827176,26.52480412270185,23.228862064292876,17.20982906868762,-14.35942577962233,15.454999923706056,16.369999885559082,44.0,12.0,32.0,,23.824641244516314,0.0,0.0,0.4760379437173191,0.2083525083952595,0.1290217276578036,0.097024226617451,12.527523267907007,49.61807486535714,48.62551041326875,36.32778357188888,0.494930092379516,2.220599828046911,0.1764654424096272,4.087183193737291,5.368409353109682,-1.281226159372391,-15.96426229308875,-5.951406674990157,-10.012855618098593,20.69059610642988,-0.9108366658595934,-0.9150101447324754,68.1855178230401,2015-10-09,2015-10-12,2015-10-13,COLL,1.0,1
9,9,18.84000015258789,18.950000762939453,18.5,18.84000015258789,18.84000015258789,165900.0,0.0504246685374341,0.0610403189605233,0.0504246685374341,19.790000915527344,0.0610403189605233,17.690000534057617,0.8770976940863678,0.5903904688988068,-0.0034775883293247,1663.68743840198,36.61856901375948,-6.279144265730007,1100929.0510422662,18.67924802183605,52.67707741664386,1647.2046626310946,18.541999912261964,19.68434114649281,17.399658678031116,12.321661521262431,0.6304339856586607,0.0,0.0,18.543166732788087,19.33766708374024,17.74866638183594,8.569198156939509,0.6868050904219682,0.0,0.0,16.141000747680664,20.030000686645508,18.08550071716309,20.974004731782028,0.6940086004798535,0.3726343331314128,3.869569800130268,0.5888709758065005,0.1661030454696561,0.0067749810603441,18.59916655222575,18.096923021169808,18.5295606213266,18.3566825947966,1.0172767617981766,1.0306046615559254,-0.0133278997577488,0.1561562950730354,24.064864370659933,0.1979998588561997,50.79090974794491,44.56692255894737,6.22398718899754,18.395000457763672,17.642500400543213,18.01875042915344,18.255500316619877,53.60931849458578,10.348565407064797,15.981399535441945,14.95900515007438,33.89989684969246,17.587250232696533,21.13499975204468,36.0,0.0,36.0,,19.709297213837893,0.0,0.0,0.4874794267281539,0.6590486327504843,0.5495224352376112,0.3306164908520201,4.893229003827396,51.39870325765781,54.1125666230426,48.05195806033884,0.5441295309198853,0.4383678436279297,0.3587299488302989,0.9417716171603056,0.9067768768945168,0.0349947402657886,-5.445071725804971,-8.10523345812525,2.660161732320278,18.101644189958098,0.0531079602886563,0.0530938630024291,53.29536380036966,2016-04-25,2016-04-26,2016-04-27,COLL,0.0,0
