,Unnamed: 0.1,Unnamed: 0,Open,High,Low,Close,Adj Close,Volume,Returns_1,Returns_2,Vol_Returns_1,NextPrice_1,Vol_Returns_2,NextPrice_2,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,DateTime,TradeDateTime_1,TradeDateTime_2,Ticker,predict_Deep Learning,predict_Random Forest,option_frequency,cumulative_returns_scenario1,cumulative_returns_scenario2,cumulative_returns_scenario3,cumulative_returns_scenario4,cumulative_returns_scenario5
0,546,546,269.3299865722656,272.79998779296875,265.32000732421875,271.5899963378906,271.5899963378906,1195300.0,0.0773224355946951,0.0382929932498159,0.0773224355946951,292.5899963378906,0.0382929932498159,281.989990234375,0.087029044021598,0.8441968674848519,0.0887651673292573,-878338.1030817806,-2252.8214959991355,-920.048753268478,23770336.58016392,279.4116558723943,16.850198205829074,1947.1153681593123,282.0599990844727,295.8658161428311,268.2541820261143,9.789276822782494,0.1208119120250386,0.0,0.0,276.4830017089844,281.7209991455078,271.24500427246096,3.789019508719552,0.0329316756652179,0.0,0.0,265.32000732421875,294.69000244140625,280.0050048828125,10.412676456256966,0.2134828074929654,0.2305008174992308,5.668119850884331,0.3478801749744164,-2.9670802514193744,-1.5491632590548514,277.9399998982747,285.49038461538464,277.2856973913495,281.80194090182374,0.6920632809957554,1.211493038180654,-0.5194297571848985,-0.1680160342450266,24.28086401636317,2.320005798339821,-53.1342231023966,-33.64278441857505,-19.49143868382155,274.4850006103516,288.6000061035156,281.5425033569336,286.90000915527344,7.088572397021283e-07,23.11219815202819,13.431019181875492,30.002554700310245,-134.42361596034803,291.82250213623047,250.9899978637696,4.0,100.0,-96.0,,278.0,0.0,0.0,0.2480407476484618,0.0939257374549774,0.0363847500686772,0.0997563821249418,-20.528379170651583,44.77729524599528,26.60155734117788,10.78020625062527,0.2660155734117786,-15.932852801154638,0.325189717561946,-1.6026303779247668,-1.047875251345603,-0.5547551265791635,-11.336819353321186,-13.594735592074144,2.2579162387529568,278.13407611183044,0.2880243662821691,0.2876103708523203,406.3199094485871,2023-01-05,2023-01-06,2023-01-09,BIIB,1.0,0,weekly,-0.9812178273533667,0.0,-0.9812178273533667,0.0,-0.9812178273533667
1,289,289,730.739990234375,747.7000122070312,721.7899780273438,737.1500244140625,737.1500244140625,602400.0,-0.039259311514518,-0.0406158874717593,0.0938072605627703,668.0,0.0843112288620808,675.0,0.9547851905458654,0.9589469640374554,-0.1001171325281307,761355.7552607541,43398.43127285322,3435.706814951799,10717159.7884834,725.8265076750414,39.11979069357909,501.9619162056283,731.80849609375,758.7712139027187,704.8457782847813,7.368790592864224,0.5990539670028313,0.0,0.0,723.5256632486978,738.5376688639324,708.5136576334636,4.149681587748824,0.95378217656468,0.0,0.0,707.8699951171875,779.0,743.4349975585938,9.719756638859824,0.4116410415704903,0.4094044943363281,4.609985117542335,0.4729192780315778,-4.585955807698351,0.3360490216136576,725.4258321126302,737.7957669771635,727.553491567583,731.8033983536677,0.961919050997803,0.9935049268445152,-0.0315858758467122,-0.0979144192790955,24.09611222641648,1.7215332031249773,-29.18350854347046,-21.441599865690804,-7.741908677779655,727.7850036621094,743.4349975585938,735.6100006103516,740.5350036621094,50.00070958085094,9.163884630089802,28.98940007417511,19.15075344186365,20.336875588811893,736.9100036621094,723.8250122070312,24.0,76.0,-52.0,707.8699951171875,,1.0,0.0,0.4781463334361509,1.0,0.7902254385420284,0.6120686141231577,-8.430808069259317,51.82896995013903,62.31120532443849,44.6754619091052,0.6231120532443849,-12.07536010742183,0.3256253517778288,-0.5807443359303435,-0.6259929224324425,0.045248586502099,-8.019232427446374,-7.888874468958468,-0.130357958487906,728.7135769534287,1.8500627926062885,1.833157320496781,2892.895044788621,2023-01-06,2023-01-09,2023-01-10,REGN,0.0,0,weekly,-0.9812178273533667,0.0,-0.9812178273533667,0.0,0.2721926389418876
2,648,648,7.760000228881836,8.0,6.96999979019165,7.539999961853027,7.539999961853027,519800.0,0.0310345102357461,-0.0212201390214314,0.0364721613738374,7.264999866485596,0.0981432062151234,6.800000190734863,0.2611143396077048,0.4697361719466232,-0.0969229697310309,-428161.44428179937,-103.03964783660004,2.008282450942763,181343.8924049932,8.67348963093137,42.88098608994171,282.9735384443659,10.059999990463258,12.913650239161344,7.206349741765169,56.73260937183519,0.0584602510836916,0.0,0.0,9.39823325475057,10.453933175404869,8.342533334096272,22.46592294611687,-0.3800954023686265,0.0,1.0,6.96999979019165,12.56999969482422,9.769999742507936,55.66600308092736,0.1017857466729325,0.2052098897012801,21.66197601664722,0.4005224105204782,-0.1981012184880449,-0.4162367592770656,9.705000003178917,10.188461523789623,9.1331759552009,9.747513932966012,0.9036352614701942,0.981346855429036,-0.0777115939588418,-0.2130378938355289,26.547329613411712,1.469999742507934,-61.20838599679316,31.89005187176844,-93.0984378685616,9.769999742507936,9.769999742507936,9.769999742507936,9.769999742507936,1.7607918816544192,17.057615991692412,20.198584002760345,31.35541487955728,-151.3080000703583,10.12624979019165,10.674999713897703,80.0,100.0,-20.0,,12.251260358379364,0.0,0.0,0.2622219380005732,0.0329427535804471,0.0348269696268942,0.0195576737978797,-15.582130381056224,37.57802171121278,10.178574667293253,9.481418150353,0.0970016535522395,-2.228050153395709,0.0967217961893701,-6.302509357667339,-2.0457075702887586,-4.25680178737858,44.37485628455673,31.87011678365114,12.504739500905586,9.28293828129804,-2.960103212845322,-3.0047984964211683,-69.34959412629671,2023-01-10,2023-01-11,2023-01-12,PHAT,1.0,1,monthly,-1.1100634975450137,-0.12884567019164694,-1.1100634975450137,-0.12884567019164694,0.14334696875024067
3,476,476,2.5799999237060547,3.039999961853028,2.450000047683716,3.0,3.0,1504324.0,-0.0866666634877523,-0.1633333365122476,0.2333333492279052,2.299999952316284,0.2066666285196939,2.380000114440918,0.1066312796676365,0.9834461461634908,-0.0257500408734815,3539.671858748359,-11.79549646980572,-5.2944613340321,21678229.159304485,2.977479963210377,36.905348983579565,0.0008692498543094,3.0082499861717222,3.9087347829908623,2.107765189352582,59.86768393308235,0.4954191418884225,0.0,0.0,2.757859977086385,2.9885199387868244,2.527200015385945,16.727459959307023,1.0248852491098668,1.0,0.0,2.190000057220459,4.559999942779541,3.375,78.78334235696705,0.3417721442583371,0.0041271517179525,32.89523867467991,0.3393516562648729,0.2356419891958148,-0.0509520766993461,2.750833292802175,2.8798076923076925,2.863269877564854,2.678579965068385,0.7777431654050063,1.1855655908108962,-0.4078224254058898,1.5560520524735435,29.40957324366888,-0.4382500529289244,699.211462892575,990.7713136430744,-291.55985075049944,2.815000057220459,3.044999957084656,2.9300000071525574,2.834499955177307,0.0430922050054021,36.45046988239098,29.46050502721205,27.0611016731238,-31.88847775368456,1.3847499787807465,1.3794999718666077,48.0,0.0,48.0,,3.7026271975876273,0.0,0.0,0.5751823547728074,0.3359620304126224,0.2445508703746291,0.1774651474292481,15.144841655049335,62.22145122548732,34.17721442583371,32.77074258504772,0.3417721442583371,0.307574724449831,0.3954335947377256,6.895068092236459,9.261201466153963,-2.366133373917505,10.01139017904634,2.6974703139393768,7.313919865106962,3.097628940075387,-1.639342724524051,-1.6529286317205072,-99.48572841957328,2023-01-13,2023-01-17,2023-01-18,ACER,1.0,1,monthly,0.11884745258174689,1.1000652799351132,0.11884745258174689,1.1000652799351132,1.372257918877001
4,358,358,129.83999633789062,131.4499969482422,128.52999877929688,130.49000549316406,130.49000549316406,855000.0,0.0249827141512897,0.0115717253680018,0.0249827141512897,133.75,0.0115717253680018,132.0,0.9815945813691886,0.9402515011589494,0.1428348039026169,-342047.99726407573,288.585031252594,57.350267227801496,5514737.232402231,131.06633442951627,69.3941350880072,4539.157122014703,130.481498336792,136.82756181807508,124.13543485550888,9.727146855568703,0.5006702703492619,0.0,0.0,131.9716651916504,136.6276641845703,127.31566619873048,7.0560585655389545,0.340887025454753,0.0,0.0,123.7699966430664,137.5399932861328,130.6549949645996,10.55321775009359,0.4880181908745327,0.4466136495213247,3.861560645809119,0.4881874334969217,1.0404887619628738,-0.1239375044310377,131.72999699910483,130.3692295367901,131.00324382746885,130.086692569937,1.0511009096105823,0.9296746662922588,0.1214262433183235,0.1338447714784818,25.510813991122376,-1.971503829956049,35.82409939700545,32.24500401005586,3.5790953869495894,132.00499725341797,130.0999984741211,131.05249786376953,127.625,95.4945647829138,13.325884707043896,19.188955070023955,26.37932462875718,-2.150615082646156,124.22500038146973,128.03500366210938,72.0,0.0,72.0,,137.33099334716798,0.0,0.0,0.5136575774194423,0.3057020433069494,0.346586267043303,0.4091703745006201,5.609674780481103,57.63067716318954,48.80181908745328,51.22250411527532,0.4880181908745327,2.992116120282347,0.444839189548726,0.7045695754306929,0.8016549262003906,-0.0970853507696977,-1.5293096753584203,-2.641123750452242,1.1118140750938217,129.18917608204274,0.4851415985302809,0.4839685790178016,1138.0455973950757,2023-01-18,2023-01-19,2023-01-20,SGEN,0.0,0,monthly,0.11884745258174689,1.1000652799351132,0.11884745258174689,1.1000652799351132,1.5879209067187476
5,512,512,271.8299865722656,275.9800109863281,268.7200012207031,274.5,274.5,385300.0,0.0222950641791894,-0.0167941178563296,0.040218610364014,263.4599914550781,0.0402549646374089,263.45001220703125,0.8333160604603498,0.3994212915627173,0.2687491667358306,1139216.1148201884,12049.777697710875,12852.028131070649,1778143.2177455283,253.62039105120647,75.91811176904973,7086.828987917657,240.8225006103516,280.4039975075667,201.2410037131364,32.871925834918244,0.9254197292879276,0.0,0.0,257.49220123291013,266.0968017578125,248.88760070800785,6.683387289946848,1.4882968255102624,1.0,0.0,196.9199981689453,279.1199951171875,238.0199966430664,34.133021931053264,0.943795677752926,0.4506359771311296,1.447564400772314,0.7707825403203252,15.298938032796936,2.345264450094481,254.12749989827475,232.7719239455003,254.9636391093639,237.31943662647248,1.2585058737038997,0.5954941551262388,0.6630117185776608,1.0290904422754834,24.12402088504428,-14.192495727539068,259.13066233782484,215.05285032041067,44.077812017414175,259.0649948120117,236.7249984741211,247.8949966430664,225.5249938964844,99.99999709300296,44.254047496288365,37.05495492613588,10.617712464140409,125.57880470359709,191.65599822998047,167.4849967956543,88.0,20.0,68.0,259.75,,0.0,0.0,0.8399333720776736,0.8586089010427773,0.7972886418278721,0.8626530553511196,46.88591401651456,64.21581998515256,92.44234271001432,83.99122936670415,0.9244234271001432,44.55098854513733,0.5508920606346901,7.434790312039381,6.704409082568429,0.7303812294709529,6.860328835633651,-0.0103195113489418,6.870648346982593,264.00043834932245,3.584905660377369,3.522143496336305,869.2796714618885,2023-01-19,2023-01-20,2023-01-23,BGNE,0.0,0,monthly,0.11884745258174689,1.1000652799351132,0.11884745258174689,1.1000652799351132,0.6426636169509239
6,669,669,1.5499999523162842,1.5700000524520874,1.5,1.5299999713897705,1.5299999713897705,369000.0,0.0326797859219281,0.0196078248044149,0.0326797859219281,1.5800000429153442,0.0196078248044149,1.559999942779541,0.0910438955247057,0.404186287997705,0.1541221603626124,9731.55007062422,-1.233062078635309,0.3717981670478685,12505125.150030272,1.442816022531518,73.5276932666624,211.069699296455,1.3744999885559082,1.6843047911802498,1.0646951859315663,45.07890945125901,0.7509644484472633,0.0,0.0,1.503333330154419,1.5923333644866944,1.4143332958221435,11.840359359708144,0.649812533418771,0.0,0.0,1.1299999952316284,1.649999976158142,1.3899999856948853,37.83193781418955,0.7692307515962583,0.0565599623636156,2.634268300318601,0.4155174055821432,0.0074254025420622,0.0330765330276346,1.491666664679845,1.3507692171977117,1.4817015359683468,1.4411996003986498,1.2554744246086216,0.7153285281266437,0.5401458964819779,0.0537565114284682,24.05447221461529,0.0354999780654907,71.0323424525298,-40.717704174442815,111.75004662697262,1.5149999856948853,1.375,1.4449999928474426,1.6500000357627869,99.9965278552533,25.76390154898305,25.33727652012508,18.53661628939357,76.47059478011796,1.5725000202655792,1.715000033378601,96.0,20.0,76.0,1.424247195023567,,0.0,0.0,0.6156068784298392,0.7052276137694206,0.8272020770495998,0.9040647607984934,12.924583352340878,54.838919804003886,76.47058686033112,80.50527393349667,0.7647058686033112,0.2047646981828355,0.3600527235675368,2.810293283351849,0.481230883234827,2.329062400117022,-6.1396823579376045,-2.1490822371394582,-3.9906001207981454,1.5080087120604857,-1.923075159625831,-1.9418067876816048,-81.87203735239657,2023-01-19,2023-01-20,2023-01-23,GMDA,1.0,1,monthly,-0.8775543006654145,0.10366352668795198,-0.8775543006654145,0.10366352668795198,-0.3537381362962375
7,402,402,39.38999938964844,40.52999877929688,39.08000183105469,40.06999969482422,40.06999969482422,617000.0,0.0127277798880629,-0.0017469352472508,0.0127277798880629,40.58000183105469,0.0299476109827486,38.869998931884766,0.7030291808476222,0.9730229501120776,0.2516470362662871,29993.81858075418,-48.17654193900496,6.100706877304731,-1184984.9892781037,39.3747607178056,77.16549420863694,5882.547091782162,38.893499755859374,41.37825512825131,36.40874438346744,12.777226981316357,0.7367436150932423,0.0,0.0,39.4226666768392,40.689666493733725,38.15566685994467,6.427773277138002,0.7554590021850452,0.0,0.0,36.68999862670898,40.93999862670898,38.81499862670898,10.927275834465709,0.7952943689682904,0.2713760555104362,3.4966582174586747,0.5253913232669428,-0.0389576910893623,0.2485394743712461,39.446666399637856,38.81384585453914,39.57615426594451,39.36657248266263,1.0869156413052643,0.8734059177005572,0.2135097236047073,-0.0139389590873214,25.410788802911107,1.6265007019042983,10.732178613528797,-16.390754325683524,27.12293293921232,39.25,38.81499862670898,39.03249931335449,41.23499870300293,99.99639023660146,16.693240388222865,20.12651208885423,18.193344070545614,69.0366618335112,40.21249961853027,42.53000068664551,92.0,32.0,60.0,37.40603141577149,,0.0,0.0,0.521573869364591,0.7183819730388629,0.7598893097275297,0.8362282522528535,4.153914509892665,59.8407433238191,77.74938706300495,78.17911146270923,0.7774938706300495,1.4347060371847746,0.3144766180414115,0.532385143192706,-0.1009994944034805,0.6333846375961866,-0.5077626090397308,3.868701549652501,-4.376464158692232,39.27760561734296,1.6489131305718052,1.6354661757304267,255.5456793901088,2023-01-24,2023-01-25,2023-01-26,IONS,1.0,0,monthly,-0.8840735938995916,0.10366352668795198,-0.8840735938995916,0.10366352668795198,-0.3602574295304146
8,65,65,106.20999908447266,106.68000030517578,105.11000061035156,105.37999725341795,102.51164245605467,7784900.0,0.0106282290356172,0.0195483511262044,0.0106282290356172,106.5,0.0195483511262044,107.44000244140624,0.6254963190512,0.9815252299523288,0.0619832623852346,-5735950.968190147,-26.015761842809702,-19.71877286965896,23285453.92799828,109.7724751738108,37.26973270577922,2645.839052110104,110.40349884033203,114.59336849748688,106.2136291831772,7.590103033264056,-0.0994818452568884,0.0,1.0,109.0903330485026,111.0203333536784,107.16033274332683,3.5383525766993205,-0.4612267379270477,0.0,1.0,105.11000061035156,115.48999786376952,110.29999923706056,9.401873457316556,0.026011244172295,0.4638461835130986,4.579974210361484,0.4312183749710861,0.2192213650199927,-0.7713732712322804,109.45083236694336,110.58422998281624,108.89137336632828,109.44352527254055,0.7129309203250417,1.2601961451654649,-0.5472652248404232,0.0251620074278251,25.524899753593285,0.6665008544921847,-8.190522361126341,15.279770794714883,-23.470293155841222,108.79999923706056,110.29999923706056,109.54999923706056,106.40999984741212,0.0247928799042606,24.85102203289657,13.356431575657856,36.459383225986905,-205.8065127220737,107.24749946594238,99.64500045776369,44.0,100.0,-56.0,,110.83267057325648,0.0,0.0,0.3286115707655386,0.0,0.0036236357488736,0.0196608025397079,-8.073043029927074,50.588078342215375,2.749456735815502,12.594536586776409,0.0274945673581549,-2.333646437701063,0.3300624264764198,-0.5045085169152742,0.1988712441500998,-0.703379761065374,-3.213172715035859,-2.8084186036025143,-0.4047541114333448,109.46354734057402,-1.3942223775340157,-1.4040329519479755,198.4010840840241,2023-01-27,2023-01-30,2023-01-31,MRK,0.0,0,weekly,-0.8840735938995916,0.10366352668795198,-0.8840735938995916,0.10366352668795198,-0.4442975417416377
9,290,290,746.1199951171875,762.72998046875,740.8400268554688,757.6099853515625,757.6099853515625,606800.0,0.0133710023345479,0.0130806541245478,0.0133710023345479,767.739990234375,0.0130806541245478,767.52001953125,0.9709992090963108,0.963868523169369,0.0833464493662355,1816362.3729030967,4220.644632770619,3901.214973625576,10697974.003490338,758.4422779227328,65.11854363772883,508.3801209382906,744.3074951171875,782.1970152155021,706.4179750188729,10.18114699821721,0.6755431343529568,0.0,0.0,759.1123352050781,777.947314453125,740.2773559570312,4.962369434547142,0.4601180910865243,0.0,0.0,709.5800170898438,800.47998046875,755.0299987792969,12.212689510078697,0.5283827019985833,0.4688256544245084,2.0560309544332886,0.6780142692635764,7.9723094999874,0.8467366499409401,756.2691650390625,736.5773057204026,753.5074752984017,744.6884291484733,1.0349452017627117,0.8211835909913245,0.2137616107713871,0.1560581045263121,25.523261961031977,-2.00750732421875,43.15434275664173,23.842375260674007,19.311967495967725,769.875,734.239990234375,752.0574951171875,734.239990234375,34.56146920941384,11.353282663882291,26.456019640937445,23.049636718526543,41.8966701044647,737.3999938964844,738.239990234375,84.0,8.0,76.0,,799.3445812988281,0.0,0.0,0.5096201501560693,0.2618799379265456,0.1438053086161334,0.3423390264098551,13.438917788103794,48.92044026325989,45.04552012493389,39.60507307897432,0.4504552012493389,31.894182811063843,0.3255141226765665,1.1842598601958445,1.073927301072818,0.1103325591230264,4.580240479344414,6.270208393947732,-1.6899679146033175,755.2684777937163,1.7240175468386632,1.7093249920742792,2975.9643165492585,2023-02-10,2023-02-13,2023-02-14,REGN,0.0,0,weekly,-0.8840735938995916,0.10366352668795198,-0.8840735938995916,0.10366352668795198,-0.6047317796759574
